ID,spend,email,source,freeship,corn,eastofmiss,repeatorder
7700251,56,other,search,1,0,1,0
7699709,139,corporate,referral,1,0,1,0
7699423,211,corporate,search,1,1,1,1
7697390,50,popular,referral,0,0,0,0
7695981,163,popular,search,0,1,1,0
7695249,122,other,direct,1,0,1,0
7694989,100,corporate,referral,1,0,0,0
7694888,106,corporate,referral,1,0,0,0
7694815,71,other,direct,0,1,1,0
7693615,99,other,direct,0,1,0,1
7690118,148,popular,direct,0,0,0,0
7689740,92,popular,direct,1,1,0,1
7689276,198,other,direct,0,1,0,1
7688121,100,popular,direct,0,1,0,1
7685908,159,popular,referral,0,0,1,0
7683929,107,other,direct,1,1,1,1
7681964,196,corporate,referral,1,1,0,1
7681427,188,popular,search,1,0,0,0
7679313,26,popular,referral,0,1,0,0
7679170,173,popular,search,0,1,1,0
7677957,136,other,direct,1,1,0,1
7677141,133,other,direct,0,0,1,0
7676891,159,corporate,direct,1,1,0,1
7676204,192,popular,referral,1,0,0,0
7674859,130,other,referral,1,0,1,0
7674192,48,other,direct,0,0,0,0
7673866,122,other,referral,0,0,1,0
7672875,213,other,search,1,1,0,1
7672611,105,corporate,search,0,0,1,0
7671039,72,other,search,1,0,0,0
7670964,161,corporate,search,0,0,0,0
7670024,57,corporate,search,1,0,1,0
7669658,148,corporate,direct,1,0,1,0
7668880,105,corporate,referral,0,1,0,1
7668761,33,corporate,direct,1,1,1,0
7667559,177,other,direct,0,1,0,1
7666953,84,corporate,direct,0,1,0,1
7665875,29,popular,direct,0,1,0,0
7665084,67,corporate,direct,0,0,0,0
7664546,80,other,direct,0,0,1,0
7664458,191,popular,direct,1,0,0,0
7663735,177,popular,search,0,1,1,0
7662174,79,corporate,referral,0,0,0,0
7661538,30,other,search,1,1,0,0
7660326,171,popular,search,0,1,1,0
7659928,210,corporate,search,1,1,1,1
7657753,186,corporate,direct,0,0,1,1
7657722,160,other,direct,0,1,0,1
7655464,183,corporate,search,0,1,1,0
7654787,188,corporate,direct,0,0,0,1
7652493,69,other,direct,0,0,1,1
7649009,194,popular,direct,1,0,0,0
7645409,170,other,referral,1,0,0,0
7643795,173,other,search,1,0,0,0
7643378,60,corporate,direct,0,0,1,0
7642787,115,corporate,direct,0,1,1,0
7641963,166,other,direct,0,1,0,1
7639205,130,popular,search,1,1,1,0
7638594,114,corporate,direct,1,0,1,1
7638361,148,popular,search,0,0,0,0
7634634,139,popular,referral,1,0,1,0
7633456,87,popular,search,1,1,1,0
7633281,45,popular,direct,1,0,1,0
7632688,111,corporate,search,0,1,0,0
7631957,184,popular,direct,0,0,0,0
7630588,101,other,referral,1,1,0,1
7624523,65,other,direct,0,0,0,0
7624102,113,popular,search,0,0,1,0
7623386,191,corporate,direct,0,0,0,1
7621991,25,popular,direct,1,1,1,0
7621741,209,popular,referral,0,1,0,0
7621715,78,corporate,referral,1,0,0,0
7621474,139,other,referral,1,1,1,0
7619619,94,popular,referral,0,1,0,0
7619412,201,other,direct,1,1,0,1
7619101,216,other,referral,1,0,0,0
7616393,46,other,referral,0,0,1,0
7614677,192,corporate,referral,0,1,1,1
7611338,104,popular,referral,1,1,0,0
7609547,177,other,referral,0,1,1,0
7609464,43,popular,search,1,1,0,0
7609273,47,corporate,search,1,1,0,1
7609102,91,other,search,1,1,1,0
7608494,107,other,referral,1,1,1,0
7607698,66,other,referral,0,1,1,0
7607483,68,corporate,direct,0,1,1,0
7606739,186,popular,search,0,1,0,0
7606185,136,other,referral,1,1,0,0
7604712,146,other,direct,1,1,1,0
7604603,142,other,direct,0,1,0,1
7604376,24,corporate,direct,0,1,1,0
7602998,151,popular,search,0,0,0,0
7601961,186,popular,direct,0,0,0,0
7601953,73,corporate,search,0,0,0,1
7601594,98,other,search,0,0,1,0
7601456,138,corporate,direct,0,1,0,1
7598443,147,corporate,direct,0,1,0,1
7597941,85,other,search,0,1,0,1
7597198,176,popular,referral,1,0,1,0
7595144,20,popular,referral,0,0,0,0
7593455,52,popular,search,0,1,0,0
7593308,70,other,referral,1,0,1,0
7591929,142,corporate,search,1,1,1,0
7591438,193,corporate,search,0,0,1,1
7590606,23,popular,search,1,0,1,0
7589770,20,corporate,search,0,1,1,0
7589135,43,corporate,search,0,1,1,1
7588929,208,corporate,direct,1,1,1,0
7588529,184,popular,direct,1,1,0,1
7588116,176,corporate,direct,0,1,1,1
7587505,120,other,search,1,1,1,0
7586586,111,popular,direct,1,0,1,0
7585990,71,other,direct,0,0,1,0
7585339,84,popular,direct,0,1,0,0
7581618,151,corporate,direct,0,0,1,0
7578155,208,other,search,1,0,0,0
7576775,97,popular,referral,1,1,0,1
7576188,61,corporate,direct,1,1,0,1
7574056,133,popular,direct,1,0,1,0
7570924,214,other,search,0,1,1,1
7570275,193,other,search,1,0,0,0
7569304,78,popular,referral,1,0,1,0
7565138,77,other,search,1,0,0,0
7564779,218,popular,direct,1,0,1,1
7564347,203,popular,search,1,0,0,0
7564186,114,corporate,referral,0,1,0,1
7563335,43,other,referral,1,1,1,0
7562979,20,corporate,search,1,0,0,0
7562365,49,corporate,direct,0,1,0,0
7562172,194,corporate,referral,0,1,1,0
7560350,119,other,direct,1,1,1,0
7559517,75,other,direct,1,0,0,0
7557864,178,popular,referral,0,0,0,0
7556982,49,other,referral,1,0,1,0
7556396,77,other,search,0,0,0,0
7555544,43,popular,search,1,1,0,0
7555255,89,popular,search,1,1,1,0
7554791,197,popular,search,1,0,1,0
7554346,211,popular,search,0,0,1,0
7553495,52,other,search,1,1,0,1
7550702,107,popular,direct,1,1,0,1
7550205,110,other,direct,1,0,0,0
7550171,133,other,search,1,0,0,0
7550130,44,corporate,referral,1,0,1,0
7548383,79,other,direct,1,0,0,0
7548193,191,other,direct,1,1,0,1
7546713,156,other,search,0,0,1,0
7546547,217,other,direct,1,1,1,1
7546339,176,corporate,direct,1,0,1,1
7545713,44,corporate,direct,0,0,0,0
7543746,104,popular,direct,1,0,0,0
7543101,114,other,direct,0,1,0,1
7542660,145,corporate,direct,1,0,1,0
7541597,26,popular,search,0,0,0,0
7540224,53,other,search,1,1,1,0
7537749,34,other,referral,1,1,1,0
7535651,56,popular,referral,0,1,0,0
7535177,152,corporate,referral,0,0,0,0
7534641,208,popular,referral,0,0,0,0
7534506,82,corporate,search,1,1,0,1
7532871,31,popular,referral,1,1,0,0
7531072,67,other,referral,1,1,1,0
7527409,38,other,search,1,0,0,0
7527388,182,corporate,search,0,0,0,0
7523252,216,popular,direct,1,0,1,1
7522891,145,other,referral,0,0,1,0
7522291,200,other,search,1,0,0,0
7522111,96,other,direct,0,0,0,0
7521942,97,other,direct,1,0,1,0
7521473,75,other,search,1,1,1,0
7520592,87,corporate,search,0,0,0,0
7520515,183,other,direct,1,1,0,1
7520089,93,other,direct,0,0,1,0
7517907,92,other,referral,1,1,1,0
7517783,142,popular,search,1,1,0,0
7517244,67,other,search,1,1,0,1
7517135,81,corporate,direct,0,0,0,0
7516886,59,other,direct,0,1,1,0
7514948,62,popular,search,0,0,0,0
7513676,160,other,search,1,1,0,1
7512432,93,popular,direct,0,1,0,1
7511613,192,corporate,direct,0,0,0,0
7511531,216,other,direct,0,0,0,0
7510806,90,popular,search,1,0,1,0
7510301,151,popular,referral,0,0,1,0
7509581,217,corporate,referral,0,0,0,0
7509262,21,other,direct,0,0,1,0
7509206,183,corporate,direct,1,0,0,1
7508361,177,other,referral,0,1,0,1
7507281,39,corporate,referral,0,1,1,0
7502589,179,other,direct,0,0,0,0
7502017,85,other,search,0,0,1,0
7501972,64,other,referral,0,0,0,0
7501363,53,corporate,direct,1,0,1,0
7501323,155,corporate,referral,0,0,1,0
7501021,205,other,direct,0,0,1,1
7500700,54,corporate,search,0,1,1,0
7500680,131,corporate,direct,1,0,1,1
7498603,25,other,search,0,1,0,0
7498219,97,corporate,direct,0,0,1,0
7497439,101,corporate,direct,1,1,0,1
7495257,193,popular,search,1,0,1,0
7495100,131,other,search,0,1,0,1
7494782,27,popular,direct,1,1,1,0
7490423,172,other,direct,0,0,0,1
7490285,63,corporate,referral,0,0,0,0
7488112,115,other,referral,1,0,0,0
7487604,218,corporate,referral,1,0,0,0
7487527,204,popular,search,0,1,0,1
7486497,185,corporate,referral,1,1,0,0
7486152,124,corporate,search,1,1,1,0
7480533,104,corporate,direct,0,0,1,0
7480106,181,other,direct,0,0,0,1
7479484,23,popular,referral,0,1,1,0
7479017,97,other,referral,0,0,0,0
7478793,127,other,direct,0,0,1,0
7476777,43,corporate,referral,0,0,0,0
7476678,26,corporate,search,0,1,0,1
7474639,110,other,referral,0,1,0,0
7471079,172,other,search,0,0,1,0
7470827,41,popular,direct,0,0,0,0
7470720,169,corporate,search,0,1,1,0
7470360,47,corporate,referral,1,1,0,1
7470097,91,corporate,referral,1,1,1,0
7469899,25,other,referral,1,1,0,0
7469612,182,other,referral,1,1,1,0
7468928,154,other,direct,0,1,0,1
7465476,210,popular,referral,0,1,1,0
7465272,189,corporate,direct,0,1,0,1
7464209,34,other,search,0,1,1,0
7463661,37,corporate,referral,0,0,0,0
7460786,97,corporate,search,1,0,0,0
7460144,125,other,direct,1,0,0,0
7459644,70,popular,referral,0,1,0,0
7457071,94,popular,referral,1,0,1,0
7456569,80,corporate,search,1,1,1,0
7456563,33,corporate,referral,1,1,1,0
7456466,207,other,direct,1,1,0,1
7456040,113,corporate,search,1,0,0,0
7455216,41,popular,search,0,1,0,0
7454978,110,popular,search,1,1,0,1
7453007,71,corporate,search,1,1,0,1
7451858,65,corporate,referral,0,0,1,0
7451390,125,corporate,search,1,1,0,1
7450963,134,popular,direct,0,0,0,0
7450007,72,popular,search,1,1,0,0
7449614,148,other,direct,0,1,1,0
7448984,144,corporate,direct,0,0,1,1
7447117,27,other,referral,0,0,1,0
7445410,162,popular,direct,1,0,1,0
7445254,130,popular,referral,1,1,1,0
7445230,155,other,referral,0,0,1,0
7445023,44,corporate,search,1,1,1,0
7444989,131,other,direct,1,1,1,0
7444676,50,popular,direct,1,1,0,1
7444008,113,other,search,0,0,1,1
7442941,169,popular,direct,1,0,0,0
7442472,57,corporate,search,1,1,0,1
7442257,121,other,referral,1,1,1,0
7441404,109,corporate,direct,0,1,1,0
7440846,113,popular,referral,1,1,1,0
7439737,152,corporate,search,1,1,1,0
7438995,189,popular,direct,0,1,1,0
7438604,191,other,direct,0,1,0,1
7438367,32,other,direct,0,0,1,0
7438258,171,corporate,referral,0,0,1,0
7436591,116,popular,search,0,1,0,0
7435795,164,other,search,1,1,0,1
7435153,25,popular,search,1,0,0,0
7434527,164,corporate,search,0,1,0,1
7433848,110,popular,search,0,1,1,0
7433626,172,corporate,direct,1,1,0,1
7432578,46,corporate,referral,1,1,0,1
7432098,56,other,direct,0,0,1,0
7431958,130,popular,search,1,0,1,0
7431328,208,other,referral,0,0,1,0
7430821,111,corporate,search,0,0,0,0
7430237,167,other,search,1,1,1,0
7429693,86,other,referral,1,0,1,0
7429479,22,other,direct,1,0,1,0
7429455,111,popular,search,0,0,0,0
7423645,135,corporate,search,1,0,0,0
7422696,74,other,direct,0,0,0,0
7422499,209,other,referral,1,1,1,0
7421217,130,corporate,referral,0,0,0,0
7421073,46,popular,referral,0,0,1,0
7421072,50,popular,referral,0,0,0,0
7420825,107,other,direct,0,1,0,0
7420315,191,popular,direct,0,1,0,1
7420295,204,popular,search,0,0,0,0
7419878,181,other,referral,0,0,1,0
7419353,218,popular,direct,0,1,0,0
7418783,58,corporate,search,0,1,1,0
7416984,127,popular,direct,1,0,1,0
7415555,37,popular,referral,1,0,0,0
7415449,79,popular,search,0,0,1,0
7414883,60,corporate,referral,0,0,0,0
7414689,202,popular,search,1,0,1,0
7412250,22,corporate,referral,0,0,1,1
7412068,164,popular,search,0,0,0,0
7410670,49,corporate,direct,0,1,1,0
7410436,128,popular,referral,0,0,0,0
7408962,189,other,direct,1,0,1,1
7406975,78,other,referral,1,0,1,0
7405374,159,other,direct,0,1,0,1
7403934,180,popular,referral,1,1,1,0
7403804,74,corporate,search,0,1,0,1
7402716,182,popular,referral,1,0,0,0
7402289,160,other,direct,0,0,0,1
7401014,168,popular,search,1,1,0,0
7400073,39,corporate,direct,1,1,0,1
7398913,162,corporate,search,0,1,0,1
7396795,207,popular,direct,0,0,1,1
7392919,217,popular,search,0,0,1,0
7392884,148,popular,search,1,0,0,0
7392044,159,popular,direct,0,0,0,1
7391432,53,corporate,referral,1,1,1,0
7391207,202,other,search,1,0,0,0
7390651,27,corporate,search,1,1,1,0
7390537,127,popular,search,1,0,1,0
7390411,162,corporate,search,1,1,0,1
7389298,95,corporate,direct,0,0,1,0
7389209,42,other,direct,1,0,0,0
7386984,112,other,referral,0,1,0,0
7382348,89,corporate,search,0,1,1,0
7381983,154,popular,referral,0,0,1,0
7378045,113,popular,search,0,1,1,0
7377792,145,other,referral,0,0,0,0
7377250,111,popular,referral,1,1,0,0
7376981,126,popular,referral,0,1,1,0
7374159,120,popular,search,1,1,1,0
7373412,191,other,referral,0,1,0,0
7373308,190,popular,referral,0,0,0,0
7371507,91,corporate,search,1,0,1,0
7370807,145,popular,direct,0,1,1,0
7369956,208,corporate,direct,0,1,1,1
7369278,156,other,direct,1,0,1,1
7369267,210,corporate,direct,0,1,0,1
7368892,74,corporate,referral,0,0,0,0
7367725,108,popular,search,0,0,1,0
7364930,122,other,search,1,0,1,0
7363404,70,corporate,search,1,1,0,0
7362756,149,other,search,1,0,1,0
7362085,194,other,direct,0,0,1,1
7361798,48,corporate,direct,0,0,1,0
7360234,126,other,search,1,0,0,0
7360090,53,popular,search,1,1,0,0
7358706,141,popular,direct,1,0,1,0
7358430,43,popular,direct,1,0,0,0
7355766,70,corporate,direct,0,1,1,0
7355573,104,popular,search,0,0,1,0
7353127,179,popular,referral,1,0,1,0
7352887,65,popular,search,0,0,0,0
7351245,141,other,search,1,0,0,0
7350709,160,corporate,direct,1,0,1,1
7350218,75,popular,search,0,1,0,0
7349778,124,other,direct,0,0,1,1
7349713,59,corporate,search,1,0,1,0
7349047,198,other,search,0,0,0,1
7347907,161,other,direct,0,0,0,0
7347905,37,other,direct,0,1,1,0
7344525,108,corporate,search,0,1,0,1
7344294,125,corporate,search,1,0,1,1
7343571,208,popular,direct,1,1,1,0
7343017,213,corporate,search,1,1,0,1
7340748,83,popular,direct,0,1,1,0
7340452,118,popular,referral,1,1,1,0
7339380,80,other,search,1,0,0,0
7338853,143,popular,search,1,0,1,0
7338699,164,other,direct,0,0,0,0
7338312,28,corporate,direct,1,1,0,0
7337695,179,corporate,direct,0,0,1,1
7335375,53,popular,direct,1,1,1,0
7334549,188,corporate,referral,1,0,0,0
7334399,171,other,direct,1,1,0,1
7334076,211,popular,direct,1,0,1,0
7331158,154,corporate,direct,0,0,0,0
7330397,112,corporate,search,0,0,1,0
7330069,38,corporate,search,0,0,0,0
7329529,65,popular,referral,1,0,0,0
7328708,58,other,referral,1,1,0,0
7327688,61,corporate,referral,1,1,1,0
7324694,148,other,referral,0,1,0,1
7324030,72,popular,direct,1,1,0,1
7323846,84,popular,referral,1,1,0,0
7322979,89,popular,search,1,1,1,0
7322975,21,popular,search,0,1,1,0
7322842,199,popular,referral,0,0,1,0
7322524,183,popular,referral,0,0,1,0
7321855,68,corporate,referral,1,0,0,1
7319219,87,other,search,0,1,0,1
7318944,49,popular,referral,1,0,1,0
7318259,84,popular,search,0,1,0,0
7318028,87,corporate,direct,1,0,0,0
7317153,170,corporate,search,0,1,1,1
7315354,113,popular,direct,0,1,0,0
7312108,107,other,search,0,1,0,1
7311572,142,other,referral,1,1,0,0
7310912,219,other,referral,0,0,0,0
7310224,173,popular,search,1,1,0,1
7308439,66,corporate,referral,1,0,0,0
7307429,141,popular,search,0,0,1,0
7306315,161,corporate,search,1,1,0,1
7304704,48,other,referral,0,0,0,0
7304634,55,other,search,0,1,1,1
7304410,68,corporate,direct,0,0,0,0
7301974,149,popular,search,1,0,0,0
7301844,173,other,direct,0,0,1,0
7300333,211,popular,search,0,1,1,0
7299733,26,popular,referral,1,0,0,0
7298269,69,other,search,0,0,1,0
7297408,130,other,referral,1,1,0,1
7296812,206,other,search,0,1,0,1
7296561,47,popular,direct,1,0,1,0
7295972,82,popular,search,1,1,1,0
7294652,84,other,referral,1,0,1,0
7291026,105,other,search,1,0,0,1
7290913,171,other,search,0,0,1,0
7290833,141,corporate,referral,1,1,1,0
7290048,124,other,search,0,1,0,0
7288603,69,popular,search,0,1,0,0
7288437,60,popular,direct,1,0,0,0
7288156,133,popular,search,1,1,0,1
7287351,147,popular,search,0,0,0,0
7287333,211,other,direct,0,0,1,1
7287141,99,corporate,search,1,1,0,0
7286904,20,corporate,direct,1,0,1,0
7286505,55,popular,search,0,1,1,0
7281913,55,popular,direct,1,0,0,0
7279386,141,corporate,referral,0,1,0,0
7278846,68,other,referral,0,0,1,0
7278661,214,popular,direct,0,0,1,0
7278437,24,popular,search,0,0,0,1
7277378,147,other,search,0,1,0,1
7276970,218,corporate,search,0,0,1,1
7275051,148,popular,search,0,1,1,0
7274779,162,corporate,direct,1,1,0,1
7274453,126,popular,referral,0,1,1,0
7274168,67,corporate,search,1,0,1,0
7272813,116,other,referral,1,1,1,0
7271126,62,other,referral,0,1,1,0
7270868,154,popular,search,1,0,0,0
7270615,130,corporate,direct,0,1,1,0
7269794,28,other,direct,0,1,0,1
7269672,193,popular,search,1,0,0,0
7268865,173,other,referral,1,1,0,1
7267677,39,popular,direct,0,1,1,0
7266192,198,other,referral,0,1,0,0
7265085,99,other,referral,1,0,1,0
7259187,188,popular,search,0,0,0,0
7255603,74,popular,search,1,1,0,0
7254781,114,popular,search,0,0,1,0
7251364,205,popular,search,0,0,1,0
7248932,49,other,referral,0,0,0,0
7245920,172,corporate,referral,0,1,0,1
7245707,176,corporate,direct,1,0,1,0
7245424,179,other,direct,1,0,0,0
7244754,190,other,direct,0,0,1,1
7244512,119,other,direct,1,0,0,1
7243039,171,other,search,0,1,1,0
7241611,44,other,direct,1,1,1,0
7240909,34,corporate,referral,1,0,1,0
7239630,97,other,search,1,0,1,1
7239197,172,other,direct,1,1,0,1
7236778,183,other,search,1,1,0,1
7236553,218,popular,referral,0,1,1,0
7234902,189,popular,search,0,1,0,0
7234289,98,other,direct,1,0,1,0
7234005,60,other,direct,0,1,0,1
7233199,170,popular,direct,1,0,0,0
7232899,79,corporate,search,0,0,1,0
7232828,169,popular,direct,1,1,1,0
7232198,158,corporate,direct,1,0,1,1
7229691,129,other,search,1,0,0,0
7227878,168,popular,referral,0,1,1,0
7226997,89,popular,search,0,1,1,0
7226022,167,other,direct,1,1,0,0
7225594,217,other,referral,0,1,0,0
7224858,153,other,search,1,0,1,0
7224848,41,corporate,search,1,0,1,0
7223705,107,corporate,referral,0,1,1,0
7221984,191,other,referral,1,0,1,0
7219901,147,corporate,search,0,1,0,0
7219060,30,other,referral,1,1,1,0
7219013,129,other,direct,0,0,0,1
7218717,193,corporate,direct,0,0,1,1
7218658,168,other,direct,1,0,0,0
7218509,66,other,direct,0,0,0,0
7217730,53,corporate,search,0,1,1,0
7216742,106,corporate,referral,1,1,1,0
7215607,200,popular,referral,1,1,0,1
7215191,45,corporate,search,1,0,1,0
7213592,96,corporate,referral,1,0,1,0
7213101,143,popular,referral,1,0,0,0
7213043,112,other,direct,1,0,0,0
7211674,218,other,direct,1,0,1,1
7210602,158,other,search,0,1,1,0
7207715,59,popular,referral,1,0,1,0
7206911,182,corporate,direct,0,1,1,1
7206385,158,other,direct,0,1,0,1
7204949,86,other,direct,0,1,1,0
7204940,129,other,search,1,1,1,0
7203187,207,corporate,referral,0,1,0,1
7203053,66,corporate,referral,1,0,1,0
7203052,144,popular,direct,1,0,0,0
7202689,70,other,referral,1,0,1,0
7201698,138,popular,search,0,0,1,0
7201204,198,popular,search,1,0,1,1
7200804,157,other,direct,1,1,1,0
7200794,153,corporate,direct,1,1,0,1
7199544,96,popular,direct,0,1,0,1
7199319,111,popular,referral,0,1,1,0
7198159,108,popular,referral,0,0,1,0
7196749,183,other,referral,0,1,0,1
7195915,174,popular,search,0,0,1,0
7194513,51,popular,direct,0,0,1,0
7194440,55,popular,search,1,0,1,0
7194014,96,other,referral,1,0,1,0
7193665,173,popular,referral,0,1,1,0
7191009,24,corporate,referral,1,0,1,0
7190939,166,corporate,referral,1,1,1,0
7190135,83,popular,search,1,1,0,1
7190116,141,other,referral,0,0,1,0
7189466,185,other,search,1,1,0,1
7188801,155,popular,direct,0,0,1,0
7186338,109,other,referral,0,1,1,0
7185473,191,other,search,1,0,1,0
7185001,79,other,search,1,0,0,0
7184658,130,popular,direct,1,1,1,0
7184637,194,other,search,0,0,1,0
7183651,149,popular,direct,0,1,1,0
7182385,123,popular,referral,1,1,0,0
7181794,122,popular,search,1,1,0,1
7181100,67,popular,search,0,0,1,0
7180796,137,corporate,referral,1,1,0,1
7179948,33,popular,search,1,0,0,0
7179925,202,popular,search,1,0,1,0
7177145,102,corporate,search,1,1,0,1
7176689,111,corporate,search,1,0,0,0
7175528,25,corporate,direct,1,0,0,0
7174830,41,corporate,referral,0,1,0,0
7174333,114,other,search,0,1,1,0
7173744,112,other,search,1,1,1,0
7172819,166,corporate,referral,0,0,1,1
7171060,123,popular,search,0,1,1,0
7170785,112,popular,search,0,1,1,0
7169983,114,corporate,search,1,0,1,0
7169279,103,popular,search,1,1,0,1
7168475,128,popular,search,1,1,1,0
7167517,100,popular,referral,0,1,0,1
7166916,190,other,direct,1,1,1,0
7166749,36,corporate,referral,1,0,0,1
7164295,172,other,direct,1,0,0,0
7163527,101,popular,direct,1,1,1,0
7161265,35,other,referral,0,0,0,0
7159352,133,other,referral,0,0,1,1
7158685,188,corporate,direct,1,0,1,0
7156382,42,popular,search,1,0,0,0
7153370,32,popular,direct,1,1,0,0
7150194,214,other,direct,0,1,0,1
7149514,106,popular,referral,1,0,1,0
7148301,135,popular,search,1,0,0,0
7147458,39,other,direct,0,1,0,0
7147451,204,other,referral,0,0,0,0
7147093,155,corporate,referral,1,1,1,0
7146846,168,corporate,direct,0,0,0,0
7146443,20,popular,search,0,1,0,0
7146209,57,popular,search,1,0,0,0
7145736,219,corporate,referral,0,1,0,0
7144889,72,popular,direct,1,0,1,0
7142002,70,other,search,1,1,1,0
7141462,139,other,direct,0,1,1,0
7141244,23,popular,referral,0,0,1,0
7139619,164,other,referral,1,1,1,0
7137990,173,other,referral,1,0,0,0
7137290,45,corporate,search,1,0,1,0
7136828,191,popular,referral,0,0,1,0
7130222,196,corporate,direct,1,0,1,1
7128765,163,popular,search,0,1,1,0
7127194,38,corporate,referral,1,1,1,0
7125898,80,corporate,referral,1,0,0,0
7125399,176,corporate,search,1,1,1,0
7124983,179,other,search,0,0,1,0
7121992,100,popular,referral,1,1,1,0
7121982,143,popular,referral,0,0,0,0
7120153,176,other,referral,0,1,0,0
7116266,134,corporate,referral,0,0,0,1
7114942,49,corporate,referral,1,0,1,0
7114870,36,popular,referral,1,0,0,0
7114497,78,popular,search,1,1,0,1
7113834,145,corporate,search,1,0,0,0
7112034,129,popular,direct,1,1,0,1
7111282,166,corporate,direct,0,0,1,1
7110540,191,other,search,0,0,1,0
7109477,62,corporate,referral,1,1,1,0
7109345,103,corporate,direct,1,0,1,1
7108597,137,corporate,search,1,1,1,0
7107773,74,popular,search,0,0,1,0
7107713,177,popular,referral,1,0,0,0
7107208,156,other,search,0,0,1,0
7106457,79,other,referral,0,0,0,1
7105945,208,corporate,search,0,0,0,0
7105916,63,other,search,1,1,1,0
7105536,194,corporate,referral,0,0,0,0
7103895,102,corporate,direct,0,1,0,0
7102130,42,other,direct,0,0,0,0
7099609,143,other,referral,1,1,1,0
7099254,109,other,referral,1,0,1,0
7098903,59,corporate,direct,1,1,0,1
7097432,202,corporate,direct,0,0,0,1
7096544,135,popular,referral,0,0,0,0
7095921,32,popular,search,0,1,0,0
7095242,69,corporate,referral,1,1,1,0
7094684,45,corporate,referral,1,1,0,1
7093271,175,popular,referral,1,1,1,0
7092095,44,corporate,direct,0,0,0,0
7090159,72,corporate,search,1,1,0,1
7089225,80,popular,direct,0,0,1,0
7085170,193,other,referral,0,1,0,1
7084918,96,other,referral,0,0,0,0
7084911,42,corporate,direct,0,0,0,0
7084407,59,other,direct,1,1,0,0
7083020,175,popular,direct,0,0,0,0
7082897,177,other,referral,0,0,1,0
7082350,123,other,search,0,0,1,1
7082092,69,other,referral,0,1,1,0
7081209,163,corporate,referral,0,1,0,0
7080933,165,other,direct,0,1,1,0
7080807,209,popular,search,1,0,0,0
7078313,47,other,search,0,0,1,0
7076744,56,other,referral,1,1,1,1
7075456,97,corporate,direct,1,0,0,0
7075434,68,popular,referral,0,1,0,0
7072048,79,corporate,search,0,0,0,1
7071587,127,popular,search,1,0,0,0
7070339,86,other,search,1,0,0,0
7069899,211,other,direct,1,0,1,0
7069550,62,other,direct,1,1,1,0
7068882,141,other,search,0,0,1,0
7067827,56,popular,referral,1,0,1,0
7067508,31,popular,search,0,0,0,0
7066949,66,corporate,direct,0,0,1,0
7064354,127,popular,referral,0,1,0,0
7064293,40,other,search,1,0,0,0
7062018,173,popular,direct,0,1,0,1
7061482,127,other,direct,0,1,0,1
7060430,79,popular,direct,1,1,1,0
7059219,191,corporate,referral,1,1,0,1
7055623,130,corporate,referral,1,0,1,0
7054823,107,popular,direct,0,1,0,0
7054802,76,other,search,0,0,1,0
7054260,141,popular,search,0,1,1,0
7050320,115,popular,referral,0,1,0,0
7050247,48,popular,search,0,1,0,0
7050170,132,popular,referral,1,1,0,1
7046930,48,other,referral,1,1,0,0
7046794,216,corporate,direct,1,0,0,1
7044792,34,popular,referral,0,1,0,0
7044585,91,corporate,referral,1,0,1,0
7044454,189,other,search,0,0,0,0
7043250,42,corporate,search,0,1,1,0
7042809,158,popular,search,1,0,1,0
7040519,45,corporate,search,0,0,1,0
7039423,205,other,referral,1,0,0,0
7039358,104,corporate,direct,1,0,1,1
7038096,181,popular,search,0,0,0,0
7036751,160,other,direct,1,0,0,0
7036167,180,other,referral,1,1,0,0
7035983,56,other,search,0,1,0,0
7035461,98,other,direct,1,1,0,0
7035340,148,popular,search,1,1,1,0
7035252,40,corporate,search,1,0,1,1
7033677,56,other,direct,0,1,0,0
7031651,80,other,referral,1,0,1,0
7030880,209,other,referral,0,1,1,0
7030779,128,corporate,referral,1,0,1,0
7028989,210,popular,search,1,1,1,0
7026671,94,other,referral,0,1,1,0
7026287,35,popular,search,1,1,0,0
7024613,103,other,direct,0,0,1,0
7023222,218,corporate,referral,1,0,0,0
7021776,139,popular,search,0,1,1,0
7019160,62,popular,search,1,1,0,0
7017876,155,corporate,referral,0,1,1,0
7017870,73,other,direct,0,1,1,1
7017450,119,other,referral,1,1,1,0
7014919,77,corporate,direct,0,1,1,0
7014898,64,corporate,search,1,1,0,0
7014362,136,popular,search,0,0,1,0
7013911,157,other,referral,0,0,0,0
7012200,60,other,referral,1,0,1,0
7011671,162,corporate,referral,0,0,0,0
7008481,115,popular,direct,1,1,1,0
7007740,108,popular,direct,0,0,0,0
7007694,105,corporate,referral,1,1,0,1
7006830,122,other,direct,1,1,1,0
7006107,153,popular,search,0,0,0,0
7002638,196,popular,search,0,1,1,0
6997786,157,other,referral,0,0,0,0
6997757,122,corporate,search,0,0,0,0
6996408,22,corporate,referral,1,1,1,1
6996116,146,corporate,direct,1,0,0,0
6994956,127,popular,referral,0,0,0,0
6994232,214,popular,search,1,0,1,0
6992146,184,other,search,0,0,0,0
6991665,106,corporate,search,1,1,1,0
6991457,113,other,referral,0,0,0,0
6990658,132,popular,search,0,0,0,0
6989228,106,other,direct,0,0,0,0
6987968,131,other,direct,1,1,1,0
6987703,86,other,direct,0,0,1,0
6987031,179,corporate,referral,1,0,0,0
6985289,22,other,referral,1,0,0,0
